,X,y
0,-1.844155069169566,-49.17731554601431
1,0.2971442063638381,53.19498318710916
2,-0.4594537694722861,-42.77297390543344
3,-0.8303907306607557,68.79934299482974
4,0.2945078635397299,29.232263713787987
5,0.4882029080630894,-14.907138412488436
6,1.6217629596288001,-98.07789076382277
7,-0.02077597920372671,94.79573259914967
8,0.049235410105841475,6.3463923722579025
9,1.9521971180039002,-116.99323569147083
10,-0.19654950319655026,119.67060009724035
11,0.15176459346869228,109.45157270150806
12,-1.4725889703666393,-36.38070394862693
13,0.36801696675588197,-54.005620961133744
14,-0.23752317126923567,94.57880037144355
15,-0.8461831948498018,-72.46846705877229
16,-0.6561910181890435,-93.69427944543125
17,-1.172434041872694,-14.75922905730043
18,0.6904801542754592,-27.19780178605742
19,-0.9053437926993528,-53.41811479422919
20,0.9199166747067572,-70.01366458462512
21,1.0337011733012251,-103.22911585986222
22,-0.3813387906159239,-85.35972806425028
23,-0.4610282500305979,71.15288347011759
24,-0.5602154035381394,36.052771974483804
25,-1.9247195434179813,-147.76471028026774
26,-0.5109454189960232,50.692102223659404
27,-0.8928343558463273,-75.34508818621342
28,-0.6262398150271342,30.185596593185753
29,0.14334161011831223,-39.52590776886958
30,0.721007570530666,-31.55537420064401
31,-0.7754025902061096,70.03898927395872
32,0.5247584697279989,3.99697516854679
33,-0.21558706053219281,75.18056521222488
34,-0.01943199663178415,105.80999325544929
35,-1.4461572126464144,-109.71914385845653
36,-0.7308121183263359,79.27860328638161
37,-0.5590584936859243,35.11715414386272
38,1.1325708248304143,-25.209994545499157
39,0.03289644793184699,-59.74714782056296
40,-0.320389718856843,-5.055266082673398
41,-0.037100977304242,7.610929765891385
42,-1.8531177568569628,-97.7672577370522
43,0.42246665158839297,97.81387906279294
44,-0.8837696733700751,-4.576415031669811
45,0.5770536162081932,55.258154685011604
46,-0.0341965653438161,-70.35462527062145
47,0.21116178414951586,-70.864284794165
48,-0.06422808830545096,46.256407398656776
49,-1.0281986955974258,-76.71549858300409
50,0.2733965886576176,-62.48838805377637
51,0.14650511846765782,-66.53371482488396
52,-0.4416685685916234,-33.9501756652424
53,-1.2898126549198923,39.55551100810101
54,-0.7775951514138544,11.87512247844802
55,-0.3157470791748743,72.10746998784629
56,0.22287789995380516,110.04106149053615
57,0.8686747040545314,93.94523914271616
58,1.6155884602453845,-152.43096764665887
59,-1.15657849412727,-40.01040849897937
60,-0.33290074875309966,-25.50280913804373
61,0.8491194476445285,5.026358332647803
62,1.408441912185256,-89.0844908663926
63,-0.14705325426794222,3.8051743748263114
64,1.0078188097963319,55.48969977047987
65,1.6656107902793047,16.261797390584746
66,0.3824552372607253,21.703101786457403
67,-0.6822594701607017,-91.3946081427268
68,0.16378047079307287,-5.590150958734842
69,-0.9375369609300411,-40.244998910356856
70,1.47281170940022,-141.12209715937922
71,-0.08090597800766497,-66.99104407818895
72,-0.2874872019187781,90.05913853506334
73,-0.20401591146914047,-28.518026189865722
74,-0.7078890721448515,-16.124735439214184
75,-0.5741452654673395,87.26845548685915
76,0.006858956937704155,-26.940150553808355
77,-1.7679887457908088,-148.995969515116
78,-0.42564352316700405,-51.23191778584034
79,-2.1737865356442923,-154.12179021632468
80,-3.0017876861160833,-490.5418542622552
81,0.5564620655814609,-47.0332256359321
82,0.4010367542679159,40.30510952344997
83,1.038740481968002,-97.56904309062267
84,-0.23941405104491015,69.52506403704355
85,0.10569143858058513,95.50675703017417
86,0.475674106104307,-60.55430963694087
87,-0.5931875594478118,-56.8309988321084
88,0.8453478314351662,-31.768194736039295
89,-1.2180118052235915,-51.91818609858723
90,-0.9228555285016224,-35.94411538878329
91,-0.2559432343654716,77.04270120621901
92,-0.3154770999081751,-75.88312214368997
93,1.2483490544686051,-9.209080162686895
94,0.06535586103108618,-75.58209447300908
95,0.37841196978784397,14.78625684535172
96,-0.47890006465567864,-0.7035783900984676
97,0.781029214625571,95.58186357237759
98,2.3006512847011624,-70.65931415903617
99,0.36958091476464494,69.9635882836954
