,X,Z,y
0,-1.1683476828565056,-0.30723301372478345,-4.047374816721671
1,-0.8947976200321359,0.47139446700682724,46.35462607966264
2,0.7105755357823532,0.43715962229851496,-22.06523382037589
3,0.24996305386805057,-0.3762485932577081,42.54986983804443
4,0.2754155473775828,-0.2326482116407301,69.85675956038438
5,-1.7325688445096254,-0.009918769837469905,42.931613104479545
6,-0.2298623233370543,0.23713186651929802,-19.944999307446032
7,-0.8776144326998404,-0.5957399524722093,61.074369233488696
8,-1.0623669995950429,-0.042702270039759856,6.58335680240031
9,-0.09219045486623416,-0.43262523908856965,49.120628653810314
10,-2.6571615105773208,-0.8188280023113421,35.43879707129904
11,-1.2806265026107562,-0.35380399284230957,65.59090670847087
12,-0.9104331732486948,1.0657437319204242,28.549384376685644
13,-0.4380632373132963,1.693065797535766,-71.59875837605722
14,1.1218857913246887,-0.20869799008654,28.591691186110978
15,1.3122204658489298,-1.4648653105587457,111.21905335404769
16,-0.26391681423803287,-0.892923995384466,25.18912618690257
17,-0.5271610069615786,-1.2039917259562753,60.105347024327855
18,0.8398437244448456,0.09545644353197534,54.86142970761068
19,-1.4792856464031854,1.0185527228575806,-1.700680207109592
20,-1.9892001126481833,-1.1309882268717542,91.2611288495738
21,-0.366868830922024,-0.8796081298645498,41.45058753273795
22,0.8123520840309222,0.8665326513875966,-47.03660188744202
23,0.12027101605168007,-0.3558145020979535,63.4731221160215
24,1.7765448322744342,-1.319652123800543,98.33917461657059
25,0.8206302282156199,1.2825464071361485,-69.66059582901471
26,1.689623602813733,-0.7182965854519884,62.111110623707
27,-0.36142733666076043,-2.039601296839966,54.86119720027712
28,0.4508012694496616,-0.2905090064556092,48.52196279712369
29,-1.4282606728351732,0.31068078779923985,57.71624714236006
30,-0.3231223519939484,-0.45952713842237003,47.734840832906904
31,-1.2219832465111238,-0.03549259400871519,-26.02426273267364
32,-1.3299926861418645,1.0243756366956704,-67.63501084011054
33,0.029166981795615648,0.12263029367364658,62.15312221664537
34,-0.01908659669726331,0.8606044723726916,-39.46235208830219
35,1.6196936868146286,-0.8959530936393387,45.0775111192028
36,-0.6110055792145223,0.31782044451227714,48.065171061079866
37,0.8480132888256722,1.5633893588849643,-28.839547777747228
38,0.4156865758950602,-0.8088099049177785,13.183769348501258
39,-0.5400588519601136,-0.5424796334007737,48.61906763211072
40,0.6853309133677812,-1.84852895472404,114.31182001569715
41,0.23553939500179116,1.3741574407858652,-77.49521884143103
42,-2.7318219993240476,1.531706665152442,-1.731910604745778
43,0.6117453828964681,-1.2765340352967598,33.28485217766334
44,-0.9417066271908939,-1.3092592279744266,115.48695586459527
45,-1.6678432864254238,0.734891142906043,-17.731332289092563
46,-1.4464489651748254,-0.4803951742585572,53.32290903999264
47,-0.4105302990825837,2.428707639585449,-68.96936618158313
48,-0.509632318094528,0.8449594030617648,14.18235924134035
49,-0.5743996970814227,-1.4902208517445017,82.46003467561722
50,0.9585465741779504,-1.6069678856057221,123.1958085725848
51,0.35649794230911425,-0.3179038814510563,38.42915114266048
52,-0.2945562676084384,2.5585321553026072,-106.93039874732116
53,1.0423921505436637,-0.051152204785119997,53.13087249249213
54,0.9910746034327891,-2.529254091552621,78.15231286897041
55,1.499781380097864,1.542460160292203,-76.69884365149238
56,-0.5852393781415018,-0.2916071003608374,49.493805258150495
57,-0.13473028066925316,-1.4306017672020244,113.95461012674247
58,0.2794243327271902,1.0331012553418517,-5.765201548219693
59,-1.4870541247145295,0.6896283602204002,-53.55924265824507
60,1.1294751692524314,-0.16193835844397256,49.736484676263764
61,0.7728850901628028,-2.290480762529243,74.16500068149531
